Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
19077896,Reaching Out,Henri J.M. Nouwen,"Nouwen, Henri J.M.",,"=""0804152101""","=""9780804152105""",4,4.16,Image,Kindle Edition,172,2013,1975,2021/05/05,2018/03/25,,,read,,,,1,0
34081527,A Way other than Our Own: Devotions for Lent,Walter Brueggemann,"Brueggemann, Walter",,"=""1611647878""","=""9781611647877""",0,4.26,Westminster John Knox Press,Kindle Edition,104,2016,,2020/04/12,2020/03/24,,,read,,,,2,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",4,4.50,Scholastic Inc.,Paperback,912,2004,2003,2021/03/27,2021/03/14,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439139597""","=""9780439139595""",5,4.57,Scholastic,Paperback,734,2002,2000,2021/03/14,2021/02/27,,,read,,,,1,0
53370891,Thunder in the Soul: To Be Known By God (Plough Spiritual Guides: Backpack Classics),Abraham Joshua Heschel,"Heschel, Abraham Joshua","Susannah Heschel, Robert Erlewine","=""0874863511""","=""9780874863512""",0,4.46,Plough Publishing House,Paperback,168,2021,,,2021/03/01,to-read,to-read (#298),to-read,,,,0,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,2021/02/27,2021/02/20,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,2021/02/20,2021/02/17,audiobook,audiobook (#27),read,,,,1,0
12417679,The Cross and the Lynching Tree,James H. Cone,"Cone, James H.",,"=""1570759375""","=""9781570759376""",0,4.51,Orbis Books,Hardcover,202,2011,2011,,2021/02/16,to-read,to-read (#297),to-read,,,,0,0
43982054,The Water Dancer,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",0,4.06,One World,Hardcover,416,2019,2019,,2021/02/16,to-read,to-read (#296),to-read,,,,0,0
50403522,The Wim Hof Method: Activate Your Full Human Potential,Wim Hof,"Hof, Wim",Elissa Epel PhD,"=""1683644093""","=""9781683644095""",4,3.82,Sounds True,Hardcover,232,2020,2020,2021/02/10,2021/02/10,,,read,,,,1,0
174713,The Lessons of History,Will Durant,"Durant, Will",Ariel Durant,"=""1567310249""","=""9781567310245""",5,4.06,Fine Communications,Hardcover,119,1997,,2021/01/14,2020/09/28,,,read,,,,1,0
332299,The Last Mimzy,Henry Kuttner,"Kuttner, Henry",,"=""0345497554""","=""9780345497550""",0,4.02,Random House Worlds,Paperback,338,2007,1975,,2020/12/16,to-read,to-read (#295),to-read,,,,0,0
61179,"Ringworld (Ringworld, #1)",Larry Niven,"Niven, Larry",,"=""0575077026""","=""9780575077027""",0,3.94,Gollancz,Paperback,288,2005,1970,,2020/12/16,to-read,to-read (#294),to-read,,,,0,0
2319745,Slavery by Another Name: The Re-Enslavement of Black Americans from the Civil War to World War II,Douglas A. Blackmon,"Blackmon, Douglas A.",,"=""0385506252""","=""9780385506250""",0,4.38,Doubleday Books,Hardcover,480,2008,2008,,2020/12/03,to-read,to-read (#293),to-read,,,,0,0
12527,Pilgrim at Tinker Creek,Annie Dillard,"Dillard, Annie",,"=""0072434171""","=""9780072434170""",0,4.08,McGraw-Hill College,Paperback,288,2000,1974,,2020/12/03,to-read,to-read (#292),to-read,,,,0,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj, Léon Tolstoï","=""0345803922""","=""9780345803924""",0,4.10,Vintage,Paperback,964,2012,1878,,2020/12/03,to-read,to-read (#291),to-read,,,,0,0
1067,1776,David McCullough,"McCullough, David",,"=""0743226720""","=""9780743226721""",0,4.10,Simon  Schuster,Paperback,386,2006,2005,,2020/12/03,to-read,to-read (#290),to-read,,,,0,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",0,4.28,Penguin,Paperback,671,2002,1866,,2020/12/03,to-read,to-read (#289),to-read,,,,0,0
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812550757""","=""9780812550757""",0,4.11,Tor Books,Mass Market Paperback,382,1994,1986,,2020/12/02,sci-fi-favorites,sci-fi-favorites (#9),read,,,,0,0
34473,In Praise of Shadows,Jun'ichirō Tanizaki,"Tanizaki, Jun'ichirō","谷崎潤一郎, Edward G. Seidensticker, Thomas J. Harper, Charles Moore","=""""","=""""",5,4.02,Leete's Island Books,Paperback,56,1977,1933,2019/03/22,2019/03/22,,,read,,,,1,0
414999,Childhood’s End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.12,Del Rey Books,Mass Market Paperback,224,1987,1953,,2020/12/02,sci-fi-favorites,sci-fi-favorites (#8),read,,,,0,0
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",0,4.17,William Morrow,Hardcover,937,2008,2008,,2020/12/02,sci-fi-favorites,sci-fi-favorites (#7),read,,,,0,0
18626849,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""""","=""""",5,4.26,Vintage,Kindle Edition,285,2010,2002,,2017/03/09,"favorites, sci-fi-favorites","favorites (#12), sci-fi-favorites (#6)",read,"What a surprising gem of a book. I loved how most of the stories tweak some foundational underpinning of what it means to be human and explores how that change would play out. I also really enjoyed the cadence of several stories as well. The short, couple paragraph vignettes made it surprising easy to bounce around some of the ideas he was exploring in my own head. ",,,2,0
164154,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,"Jr., Walter M. Miller",Mary Doria Russell,"=""0060892994""","=""9780060892999""",5,3.99,HarperCollins EOS,Paperback,334,2006,1959,2016/03/22,2015/02/02,"2016-favorites, favorites, sci-fi-favorites","2016-favorites (#1), favorites (#8), sci-fi-favorites (#5)",read,"This book is a masterpiece. It leaves you with so much to consider and process. It's filled with hope and despair, of brokenness and restoration, and of a multitude of other ways to be conflicted. ",,,1,0
8045789,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""""","=""""",5,4.31,Tor Books,ebook,226,2010,1985,2010/01/01,2014/06/15,"favorites, sci-fi-favorites","favorites (#2), sci-fi-favorites (#1)",read,,,,1,0
334176,"The Sparrow (The Sparrow, #1)",Mary Doria Russell,"Russell, Mary Doria",,"=""0449912558""","=""9780449912553""",5,4.14,Ballantine Books,Paperback,419,1997,1996,2013/01/01,2014/06/15,"favorites, sci-fi-favorites","favorites (#6), sci-fi-favorites (#3)",read,,,,2,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",5,4.42,Ballantine Books,Hardcover,384,2014,2011,2015/01/30,2015/01/29,"favorites, sci-fi-favorites","favorites (#7), sci-fi-favorites (#4)",read,,,,1,0
38915761,The Color of Compromise: The Truth about the American Church’s Complicity in Racism,Jemar Tisby,"Tisby, Jemar",Lecrae Moore,"=""0310597269""","=""9780310597261""",4,4.49,Zondervan,Hardcover,256,2019,2019,2020/11/30,2020/12/02,,,read,,,,1,0
43848929,Talking to Strangers: What We Should Know About the People We Don't Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",0,3.99,"Little, Brown and Company",Hardcover,388,2019,2019,,2020/11/11,to-read,to-read (#288),to-read,,,,0,0
18142735,"Caliban's War (Expanse, #2)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",4,4.39,Orbit,Kindle Edition,583,2012,2012,2020/10/25,2017/05/09,series-to-continue,series-to-continue (#3),read,,,,1,0
50776459,Shape Up: Stop Running in Circles and Ship Work that Matters,Ryan Singer,"Singer, Ryan",Jason Fried,"=""""","=""""",5,4.27,Basecamp,ebook,133,2019,2019,2020/09/28,2020/09/28,,,read,,,,1,0
35290980,Autobiography: The Story of My Experiments with Truth,Mahatma Gandhi,"Gandhi, Mahatma",,"=""""","=""""",3,4.10,Dover,Paperback,468,1983,1927,2020/09/28,2018/02/12,,,read,,,,1,0
28263385,"The Irresistible Revolution, Updated and Expanded: Living as an Ordinary Radical",Shane Claiborne,"Claiborne, Shane",,"=""0310343933""","=""9780310343936""",0,4.04,Zondervan,Kindle Edition,378,2016,2006,,2017/02/02,"to-read, stalled","to-read (#125), stalled (#5)",to-read,,,,0,0
34153598,"For We Are Many (Bobiverse, #2)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",3,4.37,Worldbuilders Press,Kindle Edition,384,2017,2017,2020/06/08,2020/03/06,,,read,,,,1,0
119073,The Name of the Rose,Umberto Eco,"Eco, Umberto",William Weaver,"=""0156001314""","=""9780156001311""",0,4.14,Houghton Mifflin Harcourt,Paperback,552,1994,1980,,2020/05/19,to-read,to-read (#287),to-read,,,,0,0
192221,How to Solve It: A New Aspect of Mathematical Method (Princeton Science Library),G. Pólya,"Pólya, G.",John H. Conway,"=""069111966X""","=""9780691119663""",0,4.13,Princeton University Press,Paperback,288,2015,1944,,2020/05/07,to-read,to-read (#286),to-read,,,,0,0
40594684,Disruptive Witness: Speaking Truth in a Distracted Age,Alan  Noble,"Noble, Alan",,"=""0830881093""","=""9780830881093""",0,4.23,InterVarsity Press,Kindle Edition,203,2018,,,2019/01/11,"to-read, stalled","to-read (#285), stalled (#6)",to-read,,,,0,0
9486,"Exclusion and Embrace: A Theological Exploration of Identity, Otherness, and Reconciliation",Miroslav Volf,"Volf, Miroslav",,"=""0687002826""","=""9780687002825""",0,4.31,Abingdon Press,Paperback,306,1996,1996,,2020/04/12,to-read,to-read (#284),to-read,,,,0,0
197367,The Trinity and the Kingdom,Jürgen Moltmann,"Moltmann, Jürgen",Margaret Kohl,"=""080062825X""","=""9780800628253""",0,4.17,Fortress Press,Paperback,276,1993,1980,,2020/04/12,to-read,to-read (#283),to-read,,,,0,0
197365,The Crucified God: The Cross of Christ As the Foundation and Criticism of Christian Theology,Jürgen Moltmann,"Moltmann, Jürgen","John Bowden, R.A. Wilson","=""0800628225""","=""9780800628222""",0,4.24,Fortress Press,Paperback,364,1993,1972,,2020/04/12,to-read,to-read (#282),to-read,,,,0,0
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",4,4.28,Worldbuilders Press,Kindle Edition,383,2016,2016,2020/03/06,2019/03/29,,,read,,,,1,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",0,4.03,RANDOM HOUSE TRADE @,Hardcover,399,1996,1995,,2019/12/27,to-read,to-read (#281),to-read,,,,0,0
35496817,Atomic Design,Brad Frost,"Frost, Brad",,"=""0998296600""","=""9780998296609""",4,4.01,Brad Frost,Paperback,189,2016,2016,2017/01/23,2016/12/18,,,read,"I've been following  Brad's work for years and really like the patterns he's developed. Because of my familiarity, the book felt slow and repetitive at times, but the ideas in here, and the experience that brought them about, is what is important. I'd recommend this book to any team trying to find a sustainable solution to design patterns. ",,,1,0
824412,A Secular Age,Charles Margrave Taylor,"Taylor, Charles Margrave",,"=""0674026764""","=""9780674026766""",0,4.27,Belknap,Hardcover,874,2007,2007,,2019/10/14,to-read,to-read (#280),to-read,,,,0,0
46223297,Permanent Record,Edward Snowden,"Snowden, Edward",,"=""1250237238""","=""9781250237231""",0,4.30,Metropolitan Books,Hardcover,339,2019,2019,,2019/09/20,to-read,to-read (#279),to-read,,,,0,0
44174516,"That All Shall Be Saved: Heaven, Hell, and Universal Salvation",David Bentley Hart,"Hart, David Bentley",,"=""0300246226""","=""9780300246223""",0,4.26,Yale University Press,Hardcover,232,2019,2019,,2019/09/16,to-read,to-read (#278),to-read,,,,0,0
20944489,"Ancillary Sword (Imperial Radch, #2)",Ann Leckie,"Leckie, Ann",,"=""""","=""""",3,4.08,Orbit,Kindle Edition,400,2014,2014,2019/09/10,2019/08/22,,,read,,,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2019/09/06,to-read,to-read (#277),to-read,,,,0,0
36221103,"Critical Thinking: Your Guide to Effective Argument, Successful Analysis and Independent Study",Tom Chatfield,"Chatfield, Tom",,"=""1526418754""","=""9781526418753""",0,4.09,SAGE Publications Ltd,Kindle Edition,352,2017,,,2019/09/06,to-read,to-read (#276),to-read,,,,0,0
24611735,Black Box Thinking: Why Some People Never Learn from Their Mistakes - But Some Do,Matthew Syed,"Syed, Matthew",,"=""1591848229""","=""9781591848226""",0,4.28,Portfolio,Hardcover,336,2015,2015,,2019/09/06,to-read,to-read (#275),to-read,,,,0,0
5220,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0060930535""","=""9780060930530""",0,4.11,Harper Perennial,Unknown Binding,546,2000,1998,,2019/09/02,to-read,to-read (#274),to-read,,,,0,0
9678139,Into the Silent Land: A Guide to the Christian Practice of Contemplation,Martin Laird,"Laird, Martin",,"=""0199779430""","=""9780199779437""",5,4.12,,Kindle Edition,166,,2006,2019/09/01,2019/07/03,,,read,,,,1,0
39028438,"The Universal Christ: How a Forgotten Reality Can Change Everything We See, Hope For and Believe",Richard Rohr,"Rohr, Richard",,"=""1524762091""","=""9781524762094""",0,4.45,Convergent Books,Hardcover,260,2019,2019,,2019/08/22,to-read,to-read (#273),to-read,,,,0,0
42642384,Faith Lies: Seven Incomplete Ideas That Hijack Faith and How to See Beyond Them,Darrell    Smith,"Smith, Darrell",,"=""1595557326""","=""9781595557322""",0,4.47,Elm Hill,Paperback,276,2019,,,2019/08/22,to-read,to-read (#272),to-read,,,,0,0
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",4,3.92,HarperCollins,Paperback,197,1993,1988,2019/08/21,2016/02/28,,,read,,,,1,0
23164946,The Surrender Experiment: My Journey into Life's Perfection,Michael A. Singer,"Singer, Michael A.",,"=""080414110X""","=""9780804141109""",0,4.08,Harmony/Rodale,Paperback,252,2015,2015,,2019/08/20,to-read,to-read (#271),to-read,,,,0,0
40180010,Mind Fixers: Psychiatry's Troubled Search for the Biology of Mental Illness,Anne Harrington,"Harrington, Anne",,"=""0393071227""","=""9780393071221""",0,4.15,W. W. Norton & Company,Hardcover,384,2019,2019,,2019/08/14,to-read,to-read (#270),to-read,,,,0,0
100933,"That Hideous Strength (The Space Trilogy, #3)",C.S. Lewis,"Lewis, C.S.",,"=""0007157177""","=""9780007157174""",4,3.93,HarperCollins Publishers,Paperback,534,2005,1945,,2014/06/15,,,read,,,,2,0
5599679,Let Your Life Speak: Listening for the Voice of Vocation,Parker J. Palmer,"Palmer, Parker J.",,"=""0470469331""","=""9780470469330""",5,4.15,Jossey-Bass,Kindle Edition,128,2009,1999,2019/08/08,2019/07/27,,,read,,,,1,0
35696749,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,"=""""","=""""",4,3.99,Hachette Book Group,ebook,397,2013,2013,2019/08/06,2019/07/06,,,read,,,,1,0
888628,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",Jack Womack,"=""""","=""""",0,3.89,Ace Books,Paperback,278,2000,1984,,2019/08/04,to-read,to-read (#269),to-read,,,,0,0
244549,This Little Light of Mine: The Life of Fannie Lou Hamer,Kay Mills,"Mills, Kay",,"=""0452270529""","=""9780452270527""",0,4.20,Plume,Mass Market Paperback,416,1994,1993,,2019/07/28,to-read,to-read (#268),to-read,,,,0,0
100924,"Perelandra (The Space Trilogy, #2)",C.S. Lewis,"Lewis, C.S.",,"=""0007157169""","=""9780007157167""",5,4.01,Voyager,Paperback,314,2005,1943,,2014/06/15,,,read,,,,2,0
25350,"Out of the Silent Planet (The Space Trilogy, #1)",C.S. Lewis,"Lewis, C.S.",,"=""0007157150""","=""9780007157150""",5,3.93,HarperCollins,Paperback,160,2005,1938,,2014/06/15,,,read,,,,2,0
18873852,The Way of Chuang Tzu,Thomas Merton,"Merton, Thomas",Dalai Lama XIV,"=""0811223078""","=""9780811223072""",4,4.20,New Directions,Kindle Edition,164,2010,-350,2019/07/22,2016/01/23,,,read,,,,1,0
23131105,Joan of Arc: A History (Cut Edge),Helen Castor,"Castor, Helen",,"=""0062384392""","=""9780062384393""",3,3.75,Harper,Hardcover,328,2015,2014,2019/07/19,2019/07/19,,,read,,,,1,0
42771958,Cultural Engagement: A Crash Course in Contemporary Issues,Joshua D. Chatraw,"Chatraw, Joshua D.",Karen Swallow Prior,"=""0310534577""","=""9780310534570""",0,3.92,Zondervan Academic,Hardcover,368,2019,,,2019/07/19,to-read,to-read (#267),to-read,,,,0,0
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0060530928""","=""9780060530921""",4,4.16,HarperCollins,Hardcover,312,2008,2008,2019/07/05,2019/07/05,,,read,,,,1,0
35429993,"Fall; or, Dodge in Hell",Neal Stephenson,"Stephenson, Neal",,"=""0062458736""","=""9780062458735""",0,3.58,William Morrow & Co,ebook,896,2019,2019,,2019/06/04,to-read,to-read (#266),to-read,,,,0,0
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto),Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0812975219""","=""9780812975215""",0,4.08,Random House Trade Paperbacks,Paperback,368,2005,2001,,2019/05/29,to-read,to-read (#265),to-read,,,,0,0
2674,The Wealthy Barber: The Common Sense Guide to Successful Financial Planning,David Chilton,"Chilton, David",,"=""0968394736""","=""9780968394731""",0,4.02,Stoddart Pub,Paperback,197,2002,,,2019/05/29,to-read,to-read (#264),to-read,,,,0,0
851993,The Methods of Ethics (Hackett Classics),Henry Sidgwick,"Sidgwick, Henry",John Rawls,"=""0915145286""","=""9780915145287""",0,3.99,Hackett Publishing Company,Paperback,568,1981,1874,,2019/05/22,"to-read, philosophy","to-read (#263), philosophy (#4)",to-read,,,,0,0
185407,The Descent of Man,Charles Darwin,"Darwin, Charles",,"=""0140436316""","=""9780140436310""",0,4.04,Penguin Classics,Paperback,796,2004,1871,,2019/05/22,"to-read, philosophy","to-read (#262), philosophy (#3)",to-read,,,,0,0
385228,On Liberty,John Stuart Mill,"Mill, John Stuart",,"=""""","=""""",0,3.96,Penguin Classics,Paperback,187,1985,1859,,2019/05/22,"to-read, philosophy","to-read (#261), philosophy (#2)",to-read,,,,0,0
9454,Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel,"Hegel, Georg Wilhelm Friedrich","J.N. Findlay, A.V. Miller","=""0198245971""","=""9780198245971""",0,3.96,Oxford University Press,Paperback,640,1976,1807,,2018/01/05,"to-read, philosophy","to-read (#188), philosophy (#1)",to-read,,,,0,0
33080122,"The Calculating Stars (Lady Astronaut Universe, #1)",Mary Robinette Kowal,"Kowal, Mary Robinette",,"=""""","=""""",0,3.96,Tor Books,Paperback,431,2018,2018,,2019/05/19,to-read,to-read (#260),to-read,,,,0,0
402843,"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",Shunryu Suzuki,"Suzuki, Shunryu","Trudy Dixon, Huston Smith, Richard Baker","=""0834800799""","=""9780834800793""",0,4.22,Weatherhill,Paperback,138,1970,1970,,2019/05/13,to-read,to-read (#259),to-read,,,,0,0
1241188,Joy Unspeakable: Contemplative Practices of the Black Church,Barbara A. Holmes,"Holmes, Barbara A.",,"=""0800636430""","=""9780800636432""",0,4.32,Fortress Pr,Paperback,212,2004,2004,,2019/03/31,to-read,to-read (#258),to-read,,,,0,0
7282903,The Crusades: The Authoritative History of the War for the Holy Land,Thomas Asbridge,"Asbridge, Thomas",,"=""0060787287""","=""9780060787288""",0,4.23,Ecco,Hardcover,784,2010,2010,,2019/03/22,to-read,to-read (#257),to-read,,,,0,0
38819361,"An Ocean of Light: Contemplation, Transformation, and Liberation",Martin Laird,"Laird, Martin",,"=""0199379947""","=""9780199379941""",0,4.45,Oxford University Press,Hardcover,264,2018,,,2019/02/10,to-read,to-read (#256),to-read,,,,0,0
6436498,Soldier from the War Returning: The Greatest Generation's Troubled Homecoming from World War II,Thomas Childers,"Childers, Thomas",,"=""0618773681""","=""9780618773688""",0,4.19,Houghton Mifflin Harcourt,Hardcover,340,2009,2009,,2019/01/28,to-read,to-read (#255),to-read,,,,0,0
11414907,"Erasing Hell: What God Said about Eternity, and the Things We've Made Up",Francis Chan,"Chan, Francis",Preston Sprinkle,"=""0781407257""","=""9780781407250""",3,3.90,David C Cook,Paperback,197,2011,2011,2019/01/27,2018/12/30,audiobook,audiobook (#26),read,,,,1,0
40603439,"Blood, Guts and Fire: The Gospel According to Leviticus",Rob Bell,"Bell, Rob",,"=""""","=""""",5,4.35,,Audiobook,,2018,2018,2019/01/26,2019/01/07,audiobook,audiobook (#25),read,,,,1,0
37570605,Company Of One: Why Staying Small Is the Next Big Thing for Business,Paul Jarvis,"Jarvis, Paul",,"=""1328972356""","=""9781328972354""",0,3.91,Mariner Books,Hardcover,272,2019,2019,,2019/01/25,to-read,to-read (#254),to-read,,,,0,0
7624457,How to Live: A Life of Montaigne in One Question and Twenty Attempts at an Answer,Sarah Bakewell,"Bakewell, Sarah",,"=""0701178922""","=""9780701178925""",0,4.02,Chatto & Windus,Hardcover,387,2010,2010,,2019/01/24,to-read,to-read (#253),to-read,,,,0,0
21977717,The Greatest Empire: A Life of Seneca,Emily Wilson,"Wilson, Emily",,"=""0199926646""","=""9780199926640""",0,3.91,Oxford University Press,Hardcover,272,2014,2014,,2019/01/24,to-read,to-read (#252),to-read,,,,0,0
18077875,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,"McKeown, Greg",,"=""0804137382""","=""9780804137386""",0,4.06,Crown Currency,Hardcover,260,2014,2011,,2019/01/24,to-read,to-read (#251),to-read,,,,0,0
38714379,Them: Why We Hate Each Other - and How to Heal,Ben Sasse,"Sasse, Ben",,"=""1250193680""","=""9781250193681""",0,4.16,St. Martin's Press,Hardcover,288,2018,2018,,2019/01/24,to-read,to-read (#250),to-read,,,,0,0
40672036,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,"Newport, Cal",,"=""052553654X""","=""""",0,4.06,Portfolio,Kindle Edition,302,2019,2019,,2019/01/24,to-read,to-read (#249),to-read,,,,0,0
231007,Christianity for the Rest of Us: How the Neighborhood Church Is Transforming the Faith,Diana Butler Bass,"Bass, Diana Butler",,"=""0060836946""","=""9780060836948""",0,4.04,HarperOne,Hardcover,321,2006,2006,,2019/01/22,to-read,to-read (#248),to-read,,,,0,0
6262529,A People's History of Christianity: The Other Side of the Story,Diana Butler Bass,"Bass, Diana Butler",,"=""0061448702""","=""9780061448706""",0,3.90,HarperOne,Hardcover,368,2009,2009,,2019/01/22,to-read,to-read (#247),to-read,,,,0,0
26715046,The Forgotten Ways: Reactivating Apostolic Movements,Alan Hirsch,"Hirsch, Alan","Ed Stetzer, Jeff Vanderstelt","=""1587433869""","=""9781587433863""",0,4.07,Brazos Press,Paperback,384,2016,2007,,2019/01/21,to-read,to-read (#246),to-read,,,,0,0
20603758,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""""","=""""",3,4.23,Ballantine Books,Kindle Edition,386,2011,2011,2018/01/13,2014/06/15,,,read,"I have a lot of mixed feelings about Ready Player One. All in all, I enjoyed it, but it took work. The biggest challenge for me is that I have no particular affection for the 80s. I found a lot of the book to be, as other reviewers have put it, useless nostalgia porn. It wasn't until the end that Cline had enough depth and tension to tell a compelling story, but he didn't do very much with it. Was he trying to? I doubt it and in the end, that's fine. The book was fun and, for many people, entertaining. But for me, it didn't live up to the hype.",,,1,0
35068360,Paul: A Biography,N.T. Wright,"Wright, N.T.",,"=""0062198270""","=""9780062198273""",0,4.34,HarperOne,ebook,480,2018,2018,,2019/01/10,to-read,to-read (#245),to-read,,,,0,0
12419,A Calendar of Wisdom: Daily Thoughts to Nourish the Soul,Leo Tolstoy,"Tolstoy, Leo",Peter Sekirin,"=""""","=""""",0,3.97,Scribner,Hardcover,384,1997,1906,,2018/12/31,to-read,to-read (#244),to-read,,,,0,0
11072907,"The Dragon's Path (The Dagger and the Coin, #1)",Daniel Abraham,"Abraham, Daniel",,"=""""","=""""",4,3.81,Orbit,Kindle Edition,577,2011,2011,,2016/02/26,,,read,,,,1,0
922535,Universal Salvation?: The Current Debate,Robin Allinson Parry,"Parry, Robin Allinson",Christopher Partridge,"=""0802827640""","=""9780802827647""",0,4.09,Wm. B. Eerdmans Publishing Co.,Paperback,319,2004,2003,,2018/12/30,to-read,to-read (#243),to-read,,,,0,0
39975223,Letters to the Church,Francis Chan,"Chan, Francis",,"=""0830776583""","=""9780830776580""",5,4.28,David C Cook,Paperback,224,2018,2018,2018/12/30,2018/12/20,audiobook,audiobook (#24),read,,,,1,0
38819791,God in the Qur'an (God in Three Classic Scriptures),Jack Miles,"Miles, Jack",,"=""0307269574""","=""9780307269577""",0,3.78,Knopf,Hardcover,241,2018,2018,,2018/12/30,to-read,to-read (#242),to-read,,,,0,0
40411388,"No God but God: The Origins, Evolution and Future of Islam",Reza Aslan,"Aslan, Reza",,"=""""","=""""",4,4.13,Random House,Kindle Edition,384,2011,2005,2018/12/26,2017/01/02,,,read,,,,1,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",5,4.25,Harper Voyager,Paperback,387,1994,1974,2018/12/20,2018/12/20,,,read,,,,1,0
21336398,The Alchemy of Happiness,Abu Hamid al-Ghazali,"al-Ghazali, Abu Hamid",Henry Augustus Homes,"=""""","=""""",0,4.11,,Kindle Edition,122,2011,1105,,2018/12/12,to-read,to-read (#240),to-read,,,,0,0
39204065,How to Be Free: An Ancient Guide to the Stoic Life (Ancient Wisdom for Modern Readers),Epictetus,"Epictetus, Epictetus",Anthony A. Long,"=""0691177716""","=""9780691177717""",3,4.10,Princeton University Press,Hardcover,173,2018,2018,,2018/11/20,audiobook,audiobook (#23),read,,,,2,0
124175,Life and Times of Frederick Douglass,Frederick Douglass,"Douglass, Frederick",,"=""1853265691""","=""9781853265693""",0,4.35,Wordsworth Edition,Paperback,400,1998,1881,,2017/11/02,to-read,to-read (#153),to-read,,,,0,0
210929,The Way of the Heart: The Spirituality of the Desert Fathers and Mothers,Henri J.M. Nouwen,"Nouwen, Henri J.M.",,"=""0060663308""","=""9780060663308""",3,4.29,HarperOne,Paperback,96,2009,1981,2018/11/20,2017/12/14,audiobook,audiobook (#21),read,,,,1,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas","=""""","=""""",5,4.08,Bantam Books,Mass Market Paperback,152,1981,1922,2018/11/20,2017/08/10,audiobook,audiobook (#22),read,,,,1,0
175141,The Courage to Be,Paul Tillich,"Tillich, Paul",,"=""0300084714""","=""9780300084719""",0,4.08,Yale University Press,Paperback,200,2000,1952,,2018/11/09,to-read,to-read (#239),to-read,,,,0,0
